Feature,Midle,Turned,Value
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_namespaceSelector_matchExpressions_values_StringValue,ClusterPolicy_status_autogen_rules_exclude_resources_namespaceSelector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_namespaceSelector_matchLabels,ClusterPolicy_status_autogen_rules_exclude_resources_namespaceSelector_matchLabels,matchLabels,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_namespaces,ClusterPolicy_status_autogen_rules_exclude_resources_namespaces,namespaces,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_namespaces_StringValue,ClusterPolicy_status_autogen_rules_exclude_resources_namespaces_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_operations,ClusterPolicy_status_autogen_rules_exclude_resources_operations,operations,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_operations_CREATE,ClusterPolicy_status_autogen_rules_exclude_resources_operations_CREATE,CREATE,CREATE
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_operations_CONNECT,ClusterPolicy_status_autogen_rules_exclude_resources_operations_CONNECT,CONNECT,CONNECT
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_operations_UPDATE,ClusterPolicy_status_autogen_rules_exclude_resources_operations_UPDATE,UPDATE,UPDATE
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_operations_DELETE,ClusterPolicy_status_autogen_rules_exclude_resources_operations_DELETE,DELETE,DELETE
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_selector,ClusterPolicy_status_autogen_rules_exclude_resources_selector,selector,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions,ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions,matchExpressions,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_key,ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_key,key,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_operator,ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_operator,operator,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_values,ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_values,values,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_values_StringValue,ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchLabels,ClusterPolicy_status_autogen_rules_exclude_resources_selector_matchLabels,matchLabels,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_roles,ClusterPolicy_status_autogen_rules_exclude_roles,roles,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_roles_StringValue,ClusterPolicy_status_autogen_rules_exclude_roles_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_subjects,ClusterPolicy_status_autogen_rules_exclude_subjects,subjects,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_subjects_kind,ClusterPolicy_status_autogen_rules_exclude_subjects_kind,kind,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_subjects_name,ClusterPolicy_status_autogen_rules_exclude_subjects_name,name,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_subjects_apiGroup,ClusterPolicy_status_autogen_rules_exclude_subjects_apiGroup,apiGroup,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_exclude_subjects_namespace,ClusterPolicy_status_autogen_rules_exclude_subjects_namespace,namespace,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate,ClusterPolicy_status_autogen_rules_generate,generate,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_apiVersion,ClusterPolicy_status_autogen_rules_generate_apiVersion,apiVersion,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_clone,ClusterPolicy_status_autogen_rules_generate_clone,clone,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_clone_name,ClusterPolicy_status_autogen_rules_generate_clone_name,name,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_clone_namespace,ClusterPolicy_status_autogen_rules_generate_clone_namespace,namespace,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList,ClusterPolicy_status_autogen_rules_generate_cloneList,cloneList,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_kinds,ClusterPolicy_status_autogen_rules_generate_cloneList_kinds,kinds,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_kinds_StringValue,ClusterPolicy_status_autogen_rules_generate_cloneList_kinds_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_namespace,ClusterPolicy_status_autogen_rules_generate_cloneList_namespace,namespace,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_selector,ClusterPolicy_status_autogen_rules_generate_cloneList_selector,selector,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions,ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions,matchExpressions,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_key,ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_key,key,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_operator,ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_operator,operator,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_values,ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_values,values,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_values_StringValue,ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchLabels,ClusterPolicy_status_autogen_rules_generate_cloneList_selector_matchLabels,matchLabels,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_data,ClusterPolicy_status_autogen_rules_generate_data,data,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach,ClusterPolicy_status_autogen_rules_generate_foreach,foreach,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_apiVersion,ClusterPolicy_status_autogen_rules_generate_foreach_apiVersion,apiVersion,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_clone,ClusterPolicy_status_autogen_rules_generate_foreach_clone,clone,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_clone_name,ClusterPolicy_status_autogen_rules_generate_foreach_clone_name,name,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_clone_namespace,ClusterPolicy_status_autogen_rules_generate_foreach_clone_namespace,namespace,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList,cloneList,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_kinds,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_kinds,kinds,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_kinds_StringValue,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_kinds_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_namespace,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_namespace,namespace,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector,selector,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions,matchExpressions,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_key,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_key,key,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_operator,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_operator,operator,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_values,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_values,values,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_values_StringValue,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchLabels,ClusterPolicy_status_autogen_rules_generate_foreach_cloneList_selector_matchLabels,matchLabels,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context,ClusterPolicy_status_autogen_rules_generate_foreach_context,context,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_name,ClusterPolicy_status_autogen_rules_generate_foreach_context_name,name,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall,apiCall,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_data,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_data,data,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_data_key,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_data_key,key,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_data_value,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_data_value,value,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_default,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_default,default,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_jmesPath,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_jmesPath,jmesPath,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_method,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_method,method,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_method_GET,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_method_GET,GET,GET
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_method_POST,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_method_POST,POST,POST
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service,service,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_url,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_url,url,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_caBundle,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_caBundle,caBundle,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_headers,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_headers,headers,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_headers_key,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_headers_key,key,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_headers_value,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_service_headers_value,value,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_urlPath,ClusterPolicy_status_autogen_rules_generate_foreach_context_apiCall_urlPath,urlPath,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_configMap,ClusterPolicy_status_autogen_rules_generate_foreach_context_configMap,configMap,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_configMap_name,ClusterPolicy_status_autogen_rules_generate_foreach_context_configMap_name,name,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_configMap_namespace,ClusterPolicy_status_autogen_rules_generate_foreach_context_configMap_namespace,namespace,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_globalReference,ClusterPolicy_status_autogen_rules_generate_foreach_context_globalReference,globalReference,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_globalReference_name,ClusterPolicy_status_autogen_rules_generate_foreach_context_globalReference_name,name,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_globalReference_jmesPath,ClusterPolicy_status_autogen_rules_generate_foreach_context_globalReference_jmesPath,jmesPath,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry,imageRegistry,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_reference,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_reference,reference,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials,imageRegistryCredentials,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_allowInsecureRegistry,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_allowInsecureRegistry,allowInsecureRegistry,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers,providers,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_default,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_default,default,default
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_amazon,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_amazon,amazon,amazon
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_azure,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_azure,azure,azure
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_google,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_google,google,google
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_github,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_github,github,github
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_secrets,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_secrets,secrets,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_secrets_StringValue,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_secrets_StringValue,StringValue,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_jmesPath,ClusterPolicy_status_autogen_rules_generate_foreach_context_imageRegistry_jmesPath,jmesPath,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_variable,ClusterPolicy_status_autogen_rules_generate_foreach_context_variable,variable,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_variable_default,ClusterPolicy_status_autogen_rules_generate_foreach_context_variable_default,default,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_variable_jmesPath,ClusterPolicy_status_autogen_rules_generate_foreach_context_variable_jmesPath,jmesPath,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_context_variable_value,ClusterPolicy_status_autogen_rules_generate_foreach_context_variable_value,value,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_data,ClusterPolicy_status_autogen_rules_generate_foreach_data,data,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_kind,ClusterPolicy_status_autogen_rules_generate_foreach_kind,kind,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_list,ClusterPolicy_status_autogen_rules_generate_foreach_list,list,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_name,ClusterPolicy_status_autogen_rules_generate_foreach_name,name,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_namespace,ClusterPolicy_status_autogen_rules_generate_foreach_namespace,namespace,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions,preconditions,preserveUnknownFieldsX
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all,all,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_key,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_key,key,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_message,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_message,message,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator,operator,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_Equals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_Equals,Equals,Equals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_NotEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_NotEquals,NotEquals,NotEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_In,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_In,In,In
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AnyIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AnyIn,AnyIn,AnyIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AllIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AllIn,AllIn,AllIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_NotIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_NotIn,NotIn,NotIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AnyNotIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AnyNotIn,AnyNotIn,AnyNotIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AllNotIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_AllNotIn,AllNotIn,AllNotIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_GreaterThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_GreaterThanOrEquals,GreaterThanOrEquals,GreaterThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_GreaterThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_GreaterThan,GreaterThan,GreaterThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_LessThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_LessThanOrEquals,LessThanOrEquals,LessThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_LessThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_LessThan,LessThan,LessThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationGreaterThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationGreaterThanOrEquals,DurationGreaterThanOrEquals,DurationGreaterThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationGreaterThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationGreaterThan,DurationGreaterThan,DurationGreaterThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationLessThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationLessThanOrEquals,DurationLessThanOrEquals,DurationLessThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationLessThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_operator_DurationLessThan,DurationLessThan,DurationLessThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_value,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_all_value,value,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any,any,-
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_key,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_key,key,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_message,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_message,message,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator,operator,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_Equals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_Equals,Equals,Equals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_NotEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_NotEquals,NotEquals,NotEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_In,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_In,In,In
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AnyIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AnyIn,AnyIn,AnyIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AllIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AllIn,AllIn,AllIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_NotIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_NotIn,NotIn,NotIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AnyNotIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AnyNotIn,AnyNotIn,AnyNotIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AllNotIn,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_AllNotIn,AllNotIn,AllNotIn
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_GreaterThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_GreaterThanOrEquals,GreaterThanOrEquals,GreaterThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_GreaterThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_GreaterThan,GreaterThan,GreaterThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_LessThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_LessThanOrEquals,LessThanOrEquals,LessThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_LessThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_LessThan,LessThan,LessThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationGreaterThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationGreaterThanOrEquals,DurationGreaterThanOrEquals,DurationGreaterThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationGreaterThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationGreaterThan,DurationGreaterThan,DurationGreaterThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationLessThanOrEquals,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationLessThanOrEquals,DurationLessThanOrEquals,DurationLessThanOrEquals
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationLessThan,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_operator_DurationLessThan,DurationLessThan,DurationLessThan
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_value,ClusterPolicy_status_autogen_rules_generate_foreach_preconditions_any_value,value,preserveUnknownFields
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_foreach_uid,ClusterPolicy_status_autogen_rules_generate_foreach_uid,uid,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_generateExisting,ClusterPolicy_status_autogen_rules_generate_generateExisting,generateExisting,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_kind,ClusterPolicy_status_autogen_rules_generate_kind,kind,
kyverno_io_v2beta1_ClusterPolicy_status_autogen_rules_generate_name,ClusterPolicy_status_autogen_rules_generate_name,name,
