Version,Kind,Prefix
v1alpha1,Variable,io_k8s_api_admissionregistration_v1alpha1
v1alpha1,VolumeAttributesClass,io_k8s_api_storage_v1alpha1
v1alpha1,VolumeAttributesClassList,io_k8s_api_storage_v1alpha1
v1alpha2,AllocationResult,io_k8s_api_resource_v1alpha2
v1alpha2,DriverAllocationResult,io_k8s_api_resource_v1alpha2
v1alpha2,DriverRequests,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesAllocationResult,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesAttribute,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesFilter,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesInstance,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesIntSlice,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesRequest,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesResources,io_k8s_api_resource_v1alpha2
v1alpha2,NamedResourcesStringSlice,io_k8s_api_resource_v1alpha2
v1alpha2,PodSchedulingContext,io_k8s_api_resource_v1alpha2
v1alpha2,PodSchedulingContextList,io_k8s_api_resource_v1alpha2
v1alpha2,PodSchedulingContextSpec,io_k8s_api_resource_v1alpha2
v1alpha2,PodSchedulingContextStatus,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaim,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimConsumerReference,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimList,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimParameters,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimParametersList,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimParametersReference,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimSchedulingStatus,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimSpec,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimStatus,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimTemplate,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimTemplateList,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClaimTemplateSpec,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClass,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClassList,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClassParameters,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClassParametersList,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceClassParametersReference,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceFilter,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceHandle,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceRequest,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceSlice,io_k8s_api_resource_v1alpha2
v1alpha2,ResourceSliceList,io_k8s_api_resource_v1alpha2
v1alpha2,StructuredResourceHandle,io_k8s_api_resource_v1alpha2
v1alpha2,VendorParameters,io_k8s_api_resource_v1alpha2
v1beta1,AuditAnnotation,io_k8s_api_admissionregistration_v1beta1
v1beta1,ExpressionWarning,io_k8s_api_admissionregistration_v1beta1
v1beta1,MatchCondition,io_k8s_api_admissionregistration_v1beta1
v1beta1,MatchResources,io_k8s_api_admissionregistration_v1beta1
v1beta1,NamedRuleWithOperations,io_k8s_api_admissionregistration_v1beta1
v1beta1,ParamKind,io_k8s_api_admissionregistration_v1beta1
v1beta1,ParamRef,io_k8s_api_admissionregistration_v1beta1
v1beta1,SelfSubjectReview,io_k8s_api_authentication_v1beta1
v1beta1,SelfSubjectReviewStatus,io_k8s_api_authentication_v1beta1
v1beta1,TypeChecking,io_k8s_api_admissionregistration_v1beta1
v1beta1,ValidatingAdmissionPolicy,io_k8s_api_admissionregistration_v1beta1
v1beta1,ValidatingAdmissionPolicyBinding,io_k8s_api_admissionregistration_v1beta1
v1beta1,ValidatingAdmissionPolicyBindingList,io_k8s_api_admissionregistration_v1beta1
v1beta1,ValidatingAdmissionPolicyBindingSpec,io_k8s_api_admissionregistration_v1beta1
v1beta1,ValidatingAdmissionPolicyList,io_k8s_api_admissionregistration_v1beta1
v1beta1,ValidatingAdmissionPolicySpec,io_k8s_api_admissionregistration_v1beta1
v1beta1,ValidatingAdmissionPolicyStatus,io_k8s_api_admissionregistration_v1beta1
v1beta1,Validation,io_k8s_api_admissionregistration_v1beta1
v1beta1,Variable,io_k8s_api_admissionregistration_v1beta1
v1beta3,ExemptPriorityLevelConfiguration,io_k8s_api_flowcontrol_v1beta3
v1beta3,FlowDistinguisherMethod,io_k8s_api_flowcontrol_v1beta3
v1beta3,FlowSchema,io_k8s_api_flowcontrol_v1beta3
v1beta3,FlowSchemaCondition,io_k8s_api_flowcontrol_v1beta3
v1beta3,FlowSchemaList,io_k8s_api_flowcontrol_v1beta3
v1beta3,FlowSchemaSpec,io_k8s_api_flowcontrol_v1beta3
v1beta3,FlowSchemaStatus,io_k8s_api_flowcontrol_v1beta3
v1beta3,GroupSubject,io_k8s_api_flowcontrol_v1beta3
v1beta3,LimitResponse,io_k8s_api_flowcontrol_v1beta3
v1beta3,LimitedPriorityLevelConfiguration,io_k8s_api_flowcontrol_v1beta3
v1beta3,NonResourcePolicyRule,io_k8s_api_flowcontrol_v1beta3
v1beta3,PolicyRulesWithSubjects,io_k8s_api_flowcontrol_v1beta3
v1beta3,PriorityLevelConfiguration,io_k8s_api_flowcontrol_v1beta3
v1beta3,PriorityLevelConfigurationCondition,io_k8s_api_flowcontrol_v1beta3
v1beta3,PriorityLevelConfigurationList,io_k8s_api_flowcontrol_v1beta3
v1beta3,PriorityLevelConfigurationReference,io_k8s_api_flowcontrol_v1beta3
v1beta3,PriorityLevelConfigurationSpec,io_k8s_api_flowcontrol_v1beta3
v1beta3,PriorityLevelConfigurationStatus,io_k8s_api_flowcontrol_v1beta3
v1beta3,QueuingConfiguration,io_k8s_api_flowcontrol_v1beta3
v1beta3,ResourcePolicyRule,io_k8s_api_flowcontrol_v1beta3
v1beta3,ServiceAccountSubject,io_k8s_api_flowcontrol_v1beta3
v1beta3,Subject,io_k8s_api_flowcontrol_v1beta3
v1beta3,UserSubject,io_k8s_api_flowcontrol_v1beta3
v2,ContainerResourceMetricSource,io_k8s_api_autoscaling_v2
v2,ContainerResourceMetricStatus,io_k8s_api_autoscaling_v2
v2,CrossVersionObjectReference,io_k8s_api_autoscaling_v2
v2,ExternalMetricSource,io_k8s_api_autoscaling_v2
v2,ExternalMetricStatus,io_k8s_api_autoscaling_v2
v2,HPAScalingPolicy,io_k8s_api_autoscaling_v2
v2,HPAScalingRules,io_k8s_api_autoscaling_v2
v2,HorizontalPodAutoscaler,io_k8s_api_autoscaling_v2
v2,HorizontalPodAutoscalerBehavior,io_k8s_api_autoscaling_v2
v2,HorizontalPodAutoscalerCondition,io_k8s_api_autoscaling_v2
v2,HorizontalPodAutoscalerList,io_k8s_api_autoscaling_v2
v2,HorizontalPodAutoscalerSpec,io_k8s_api_autoscaling_v2
v2,HorizontalPodAutoscalerStatus,io_k8s_api_autoscaling_v2
v2,MetricIdentifier,io_k8s_api_autoscaling_v2
v2,MetricSpec,io_k8s_api_autoscaling_v2
v2,MetricStatus,io_k8s_api_autoscaling_v2
v2,MetricTarget,io_k8s_api_autoscaling_v2
v2,MetricValueStatus,io_k8s_api_autoscaling_v2
v2,ObjectMetricSource,io_k8s_api_autoscaling_v2
v2,ObjectMetricStatus,io_k8s_api_autoscaling_v2
v2,PodsMetricSource,io_k8s_api_autoscaling_v2
v2,PodsMetricStatus,io_k8s_api_autoscaling_v2
v2,ResourceMetricSource,io_k8s_api_autoscaling_v2
v2,ResourceMetricStatus,io_k8s_api_autoscaling_v2
version,Info,io_k8s_apimachinery_pkg_version
